Month,JobNo,CustPONo,CustomerID,Customer,OrderDate,RequestDate,NeedByDate,Shipping,Model,LiftSerialNo,LiftRecd,LiftWIP,VehicleType,ChassisNo,ChassisRecd,ChassisWIP,Supply,,SalesLineValue,WorkOrderNo,StockIssued,,Installation,Lift,Vehicle,WIP,NewServiceCall,NewJob,OpCode,OpCode2
May,17882,500384,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No5,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B705274512,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17883,500385,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No6,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B505274511,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17884,500386,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No7,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B305274510,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17885,500387,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No8,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B705274509,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17886,500388,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No9,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B505274508,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17887,500389,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No10,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B305274507,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17888,500390,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No11,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B105274831,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17889,500391,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No12,2019/02/28,2019/05/24,2019/05/31,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150BX05274830,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
May,17990,4156,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No5,2019/02/28,2019/05/24,2019/05/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010633,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
May,17991,4157,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No6,2019/02/28,2019/05/24,2019/05/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010632,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
May,17992,4196,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No7,2019/02/28,2019/05/24,2019/05/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010638,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
May,17993,4197,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No8,2019/02/28,2019/05/24,2019/05/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010637,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
May,17994,4198,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No9,2019/02/28,2019/05/24,2019/05/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010639,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
May,17768,Q69321,CUST571,VTL-135-F No13 (Selector with screen) - SHB Hire No6,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,TBA,Yes,Yes,Ford Transit Euro 6,WF0XXXTTGXJG88963,No,No,FI,,31162,10293,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,13958,0,,,
May,17769,Q69322,CUST571,VTL-135-F No14 (Selector with screen) - SHB Hire No7,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,TBA,Yes,Yes,Ford Transit Euro 6,WF0XXXTTGXJG88966,No,No,FI,,31162,10294,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,4,0,,,
May,17770,Q69323,CUST571,VTL-135-F No15 (Selector with screen) - SHB Hire No8,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,TBA,Yes,Yes,Ford Transit Euro 6,WF0XXXTTGXJG88972,No,No,FI,,31162,10295,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,13958,0,,,
May,17771,Q69324,CUST571,VTL-135-F No16 (Selector with screen) - SHB Hire No9,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,TBA,Yes,Yes,Ford Transit Euro 6,WF0XXXTTGXJG88977,No,No,FI,,31162,10296,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,13958,0,,,
May,17772,Q69325,CUST571,VTL-135-F No17 (Selector with screen) - SHB Hire No10,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,WF0XXXTTGXJG88927,No,No,FI,,31162,10297,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
May,17756,TBC,CUST1083,VTL-135-F No1 (Selector with screen) - MAPS,2019/02/28,2019/05/24,2019/05/31,,VTL-135-F,DKVTL-180011,Yes,Yes,Ford Transit Euro 6,WFOXXXTTGXKC24084,No,No,VDL Stk,,48141,10298,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,31474,0,,,
May,17747,Paul Allan 13128,CUST1399,Weyvan,2019/02/28,2019/05/24,2019/05/31,,ETM38-F E6,VF180101,Yes,Yes,Iveco 50C15 E6,ZCFC150B305281344,No,No,VDL Stk,,61567,17747,No,,INS ETM38-F E6,ETM38-F E6,VDL2000-054,12433,0,,,
May,17945,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No1,2019/02/28,2019/05/24,2019/05/31,Collect,ETL36-F ECO,VB190009,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
May,17946,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No2,2019/02/28,2019/05/24,2019/05/31,Collect,ETL36-F ECO,VB190010,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
May,17947,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No3,2019/02/28,2019/05/24,2019/05/31,Collect,ETL36-F ECO,VB190011,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
May,17948,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No4,2019/02/28,2019/05/24,2019/05/31,Collect,ETL36-F ECO,VB190012,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
May,17949,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No5,2019/02/28,2019/05/24,2019/05/31,Collect,ETL36-F ECO,VB190013,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
May,17748,Matt Hague,CUST1403,Telec Utilities Limited,2019/02/28,2019/05/24,2019/05/31,,ETM38-F E6,VF180102,Yes,Yes,Iveco 50C15 E6,TBA,No,No,VDL Stk,,39031,No,No,,INS ETM38-F E6,ETM38-F E6,VDL2000-054,12433,0,,,
May,17749,Matt Hague,CUST1403,Telec Utilities Limited,2019/02/28,2019/05/24,2019/05/31,,ETM38-F E6,VF180103,Yes,Yes,Iveco 50C15 E6,TBA,No,No,VDL Stk,,39031,No,No,,INS ETM38-F E6,ETM38-F E6,VDL2000-054,12433,0,,,
June,17574,472180,CUST1224,Scottish Power No11,2019/02/28,2019/06/21,2019/06/28,Collect,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V253980,Yes,No,FI,,115565,09437/09508/09832/10068/10164,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,39389,0,,,
June,17575,472181,CUST1224,Scottish Power No12,2019/02/28,2019/06/21,2019/06/28,Collect,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V254131,No,No,FI,,115565,09438/09509/09833/10067/10165,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,37237,0,,,
June,17699,480142,CUST1224,SSE PLC (Hitachi Capital),2019/02/28,2019/06/21,2019/06/28,,LAT-38-150-H,TBA,Yes,Yes,U218,WDB4050902V253537,Yes,No,FI,,55353,No,No,,INS LAT-38-150-H,LAT-38-150-H,VDL2000-089,0,0,,,
June,17700,480143,CUST1224,SSE PLC (Hitachi Capital),2019/02/28,2019/06/21,2019/06/28,,LAT-38-150-H,TBA,Yes,Yes,U218,WDB4050902V253568,Yes,No,FI,,55353,No,No,,INS LAT-38-150-H,LAT-38-150-H,VDL2000-089,0,0,,,
June,17576,4503070430,CUST685,N.I.E,2019/02/28,2019/06/21,2019/06/28,,VST40MHi ,KW180029,Yes,Yes,U530,WDB4052222V253093,Yes,No,FI,,87158.55,10179,No,,INS VST40MHi,VST40MHi,VDL2000-086,166548,0,,,
June,17551,P911017-397782,CUST71,Western Power No1,2019/02/28,2019/06/21,2019/06/28,,VST40MHi,TBA,Yes,Yes,U530,WDB4052222V251245,No,No,FI,,102015.64,10278,No,,INS VST40MHi,VST40MHi,VDL2000-086,29200,0,,,
June,17980,PO 1030,CUST1062,VTL-145-F No1 (Selector with screen) - Sparkx Ltd,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Merc Sprinter 3.5T,WDB9076332P050131,Yes,No,FI,,35375,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-079,0,0,,,
June,17981,PO 1030,CUST1062,VTL-145-F No2 (Selector with screen) - Sparkx Ltd,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Merc Sprinter 3.5T,WDB9076332P050130,Yes,No,FI,,35375,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-079,0,0,,,
June,17890,500392,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No13,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B305274829,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17891,500393,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No14,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B105274828,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17892,500394,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No15,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150BX05274827,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17893,500395,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No16,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B805274826,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17894,500396,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No17,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B605274825,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17895,500397,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No18,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B305275124,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17896,500398,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No19,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B105275123,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17897,500399,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No20,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17898,500400,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No21,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17899,500401,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No22,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17900,500402,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No23,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17901,500403,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No24,2019/02/28,2019/06/21,2019/06/28,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
June,17995,4199,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No10,2019/02/28,2019/06/21,2019/06/28,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010640,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
June,17996,4200,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No11,2019/02/28,2019/06/21,2019/06/28,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010641,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
June,17997,4201,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No12,2019/02/28,2019/06/21,2019/06/28,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010642,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
June,19015,4202,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No13,2019/02/28,2019/06/21,2019/06/28,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010643,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
June,19016,4203,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No14,2019/02/28,2019/06/21,2019/06/28,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,MPATFS87JJT010644,No,No,VDL Stk,,56414,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
June,17950,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No6,2019/02/28,2019/06/21,2019/06/28,Collect,ETL36-F ECO,VB190014,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
June,17951,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No7,2019/02/28,2019/06/21,2019/06/28,Collect,ETL36-F ECO,VB190015,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
June,17952,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No8,2019/02/28,2019/06/21,2019/06/28,Collect,ETL36-F ECO,VB190016,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
June,19054,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No9,2019/02/28,2019/06/21,2019/06/28,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
June,19055,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No10,2019/02/28,2019/06/21,2019/06/28,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
June,19033,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No1,2019/02/28,2019/06/21,2019/06/28,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
June,19034,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No2,2019/02/28,2019/06/21,2019/06/28,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
June,19035,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No3,2019/02/28,2019/06/21,2019/06/28,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
June,17984,TBC,CUST919,VTL-145-F (Selector with screen) - Ringway No1,2019/02/28,2019/06/21,2019/06/28,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T,TBA,No,No,FI,,40395,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-080,0,0,,,
June,19120,TBC,CUST919,VTL-145-F (Selector with screen) - Ringway No2,2019/02/28,2019/06/21,2019/06/28,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T,TBA,No,No,FI,,40395,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-080,0,0,,,
July,17591,P911753-397783,CUST71,Western Power No2,2019/02/28,2019/07/24,2019/07/31,,VST40MHi,TBA,Yes,Yes,U530,WDB4052222V251270,No,No,FI,,102015.64,10279,No,,INS VST40MHi,VST40MHi,VDL2000-086,29281,0,,,
July,17939,500369,CUST1224,SSE No1 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190003,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17940,500370,CUST1224,SSE No2 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190004,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17941,500371,CUST1224,SSE No3 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190005,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17942,500372,CUST1224,SSE No4 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190006,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17943,500373,CUST1224,SSE No5 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190007,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17944,500374,CUST1224,SSE No6 (Hitachi Capital),2019/02/28,2019/07/24,2019/07/31,,ETL36-F ECO,VB190008,No,No,Ford Transit Euro 6,TBA,No,No,FI,,31820,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17775,Paul Hampson ,P0040,Vinci Group (Peoples Ford) No1,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,29432,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
July,17776,Paul Hampson ,P0040,Vinci Group (Peoples Ford) No2,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 7,TBA,No,No,FI,,29432,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
July,17777,Paul Hampson ,P0040,Vinci Group (Peoples Ford) No3,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 8,TBA,No,No,FI,,29432,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
July,17778,Paul Hampson ,P0040,Vinci Group (Peoples Ford) No4,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 9,TBA,No,No,FI,,29432,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
July,17779,Paul Hampson ,P0040,Vinci Group (Peoples Ford) No5,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 10,TBA,No,No,FI,,29432,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-072,0,0,,,
July,19056,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No11,2019/02/28,2019/07/24,2019/07/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,19057,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No12,2019/02/28,2019/07/24,2019/07/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,19058,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No13,2019/02/28,2019/07/24,2019/07/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,19059,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No14,2019/02/28,2019/07/24,2019/07/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,19060,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No15,2019/02/28,2019/07/24,2019/07/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
July,17982,4240650402,CUST919,Eurovia Contracting,2019/02/28,2019/07/24,2019/07/31,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T,TBA,No,No,FI,,40395,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-080,0,0,,,
July,19036,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No4,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
July,19037,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No5,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
