Month,JobNo,CustPONo,CustomerID,Customer,OrderDate,RequestDate,NeedByDate,Shipping,Model,LiftSerialNo,LiftRecd,LiftWIP,VehicleType,ChassisNo,ChassisRecd,ChassisWIP,Supply,,SalesLineValue,WorkOrderNo,StockIssued,,Installation,Lift,Vehicle,WIP,NewServiceCall,NewJob,OpCode,OpCode2
July,19038,Mat Coombes 2501019,CUST212,VTL-135-F No13 (Selector with screen) - Centre Great No6,2019/02/28,2019/07/24,2019/07/31,,VTL-135-F,TBA,No,No,Ford Transit Euro 6,TBA,No,No,VDL Stk,,48500,No,No,,INS VTL-135-F,VTL-135-F-S,VDL2000-053,0,0,,,
July,17983,4240701831,CUST919,VTL-145-F (Selector with screen) - Ringway,2019/02/28,2019/07/24,2019/07/31,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T,TBA,No,No,FI,,40395,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-080,0,0,,,
July,17907,PO 1040,CUST1062,VTL-145-F  (Dual joystick & screen) - Sparkx Ltd,2019/02/28,2019/07/24,2019/07/31,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T 4x4,TBA,No,No,FI,,40974,No,No,,INS VTL-145-F,VTL-145-F-D,VDL2000-080,0,0,,,
July,17908,PO 1040,CUST1062,VTL-145-F  (Dual joystick & screen) - Sparkx Ltd,2019/02/28,2019/07/24,2019/07/31,,VTL-145- F,TBA,No,No,Mercedes Sprinter 5T 4x4,TBA,No,No,FI,,40974,No,No,,INS VTL-145-F,VTL-145-F-D,VDL2000-080,0,0,,,
August,17934,3500080773,CUST720,ESB Networks Ltd,2019/02/28,2019/08/23,2019/08/30,,SST37-EIH,TBA,No,No,Isuzu n75-100,TBA,No,No,FI,,78850,No,No,,INS SST37 EiH,SST37 EiH,VDL2000-088,0,0,,,
August,17935,3500080775,CUST720,ESB Networks Ltd,2019/02/28,2019/08/23,2019/08/30,,SST37-EIH,TBA,No,No,Isuzu n75-100,TBA,No,No,FI,,78850,No,No,,INS SST37 EiH,SST37 EiH,VDL2000-088,0,0,,,
August,17936,3500080790,CUST720,ESB Networks Ltd,2019/02/28,2019/08/23,2019/08/30,,SST37-EIH,TBA,No,No,Isuzu n75-100,TBA,No,No,FI,,78850,No,No,,INS SST37 EiH,SST37 EiH,VDL2000-088,0,0,,,
August,17998,3500092360,CUST720,ESB Networks Ltd,2019/02/28,2019/08/23,2019/08/30,,SST37-EIH,TBA,No,No,Isuzu n75-100,TBA,No,No,FI,,78850,No,No,,INS SST37 EiH,SST37 EiH,VDL2000-088,0,0,,,
August,17592,P911516-397948,CUST71,Western Power No3,2019/02/28,2019/08/23,2019/08/30,,VST40MHi,TBA,Yes,Yes,U530,TBA,No,No,FI,,102015.64,10280,No,,INS VST40MHi,VST40MHi,VDL2000-086,29281,0,,,
August,17953,500404,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No25,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17954,500405,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No26,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17955,500406,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No27,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17956,500407,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No28,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17957,500408,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No29,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17958,500409,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No30,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17959,500410,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No31,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17960,500411,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No32,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17961,500412,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No33,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17962,500413,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No34,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17963,500414,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No35,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150BX05283480,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17964,500415,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No36,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B305283479,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,17965,500416,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No37,2019/02/28,2019/08/23,2019/08/30,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
August,19000,PO to follow,CUST1392,Survey Roofing No1,2019/02/28,2019/08/23,2019/08/30,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19001,PO to follow,CUST1392,Survey Roofing No2,2019/02/28,2019/08/23,2019/08/30,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19002,PO to follow,CUST1392,Survey Roofing No3,2019/02/28,2019/08/23,2019/08/30,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19003,PO to follow,CUST1392,Survey Roofing No4,2019/02/28,2019/08/23,2019/08/30,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19004,PO to follow,CUST1392,Survey Roofing No5,2019/02/28,2019/08/23,2019/08/30,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19005,PO to follow,CUST1392,Survey Roofing No6,2019/02/28,2019/08/23,2019/08/30,Collect,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
August,19061,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No16,2019/02/28,2019/08/23,2019/08/30,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
August,19062,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No17,2019/02/28,2019/08/23,2019/08/30,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
August,19063,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No18,2019/02/28,2019/08/23,2019/08/30,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
August,19064,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No19,2019/02/28,2019/08/23,2019/08/30,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
August,19065,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No20,2019/02/28,2019/08/23,2019/08/30,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
August,17683,1521678,CUST1083,Lex Autolease (Channel Tunnel Group),2019/02/28,2019/08/23,2019/08/30,,ETL36-F E6,TBA,Yes,Yes,Ford Transit Euro 6,TBA,No,No,VDL Stk,,56781,10216,No,,INS ETL36-F E6,ETL36-F E6,VDL2000-053,12500,0,,,
September,17586,P911070-397786,CUST71,Western Power No1,2019/02/28,2019/09/20,2019/09/27,,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V251215,Yes,No,FI,,107501,No,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,28709,0,,,
September,17966,500417,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No38,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150BX05283477,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17967,500418,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No39,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17968,500419,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No40,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17969,500420,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No41,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B805284109,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17970,500421,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No42,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B605284108,Yes,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17971,500422,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No43,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,TBA,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17972,500423,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No44,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B405274824,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17973,500424,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No45,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B205274823,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17974,500425,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No46,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B905274821,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17975,500426,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No47,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B905275127,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17976,500427,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No48,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B705275126,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,17977,500428,CUST1224,VTL-145-F (Selector with screen) - SSE Hitachi Capital) No49,2019/02/28,2019/09/20,2019/09/27,,VTL-145-F,TBA,No,No,Iveco 50C15 E6,ZCFC150B505275125,No,No,FI,,37138,No,No,,INS VTL-145-F,VTL-145-F-S,VDL2000-073,0,0,,,
September,19044,TAM/agi.1670,CUST721,Nationwide Platforms No1,2019/02/28,2019/09/20,2019/09/27,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55249,No,No,VDL Stk,,50780,10256,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
September,19045,TAM/agi.1670,CUST721,Nationwide Platforms No2,2019/02/28,2019/09/20,2019/09/27,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55255,No,No,VDL Stk,,50780,10257,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
September,19046,TAM/agi.1670,CUST721,Nationwide Platforms No3,2019/02/28,2019/09/20,2019/09/27,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55257,No,No,VDL Stk,,50780,10258,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
September,19047,TAM/agi.1670,CUST721,Nationwide Platforms No4,2019/02/28,2019/09/20,2019/09/27,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55258,No,No,VDL Stk,,50780,10259,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
September,19048,TAM/agi.1670,CUST721,Nationwide Platforms No5,2019/02/28,2019/09/20,2019/09/27,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55256,No,No,VDL Stk,,50780,10260,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
September,19006,PO to follow,CUST1392,Survey Roofing No7,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19007,PO to follow,CUST1392,Survey Roofing No8,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19008,PO to follow,CUST1392,Survey Roofing No9,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19009,PO to follow,CUST1392,Survey Roofing No10,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19010,PO to follow,CUST1392,Survey Roofing No11,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19011,PO to follow,CUST1392,Survey Roofing No12,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19012,PO to follow,CUST1392,Survey Roofing No13,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19013,PO to follow,CUST1392,Survey Roofing No14,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19014,PO to follow,CUST1392,Survey Roofing No15,2019/02/28,2019/09/20,2019/09/27,,VTX-240-E6,TBA,No,No,Iveco Daily 50C CC,TBA,No,No,VDL Stk,,127027,No,No,,INS VTX-240,VTX-240,VDL2000-058,0,0,,,
September,19066,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No21,2019/02/28,2019/09/20,2019/09/27,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
September,19067,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No22,2019/02/28,2019/09/20,2019/09/27,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
September,19068,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No23,2019/02/28,2019/09/20,2019/09/27,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
September,19069,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No24,2019/02/28,2019/09/20,2019/09/27,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
September,19070,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No25,2019/02/28,2019/09/20,2019/09/27,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,17587,P911070-397786,CUST71,Western Power No2,2019/02/28,2019/10/24,2019/10/31,,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V251279,Yes,No,FI,,107501,No,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,28626,0,,,
October,17588,P911070-397786,CUST71,Western Power No3,2019/02/28,2019/10/24,2019/10/31,,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V251300,No,No,FI,,107501,No,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,28562,0,,,
October,19049,TAM/agi.1670,CUST721,Nationwide Platforms No6,2019/02/28,2019/10/24,2019/10/31,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55250,No,No,VDL Stk,,50780,10261,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
October,19050,TAM/agi.1670,CUST721,Nationwide Platforms No7,2019/02/28,2019/10/24,2019/10/31,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55251,No,No,VDL Stk,,50780,10262,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
October,19051,TAM/agi.1670,CUST721,Nationwide Platforms No8,2019/02/28,2019/10/24,2019/10/31,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55252,No,No,VDL Stk,,50780,10263,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
October,19052,TAM/agi.1670,CUST721,Nationwide Platforms No9,2019/02/28,2019/10/24,2019/10/31,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55253,No,No,VDL Stk,,50780,10264,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
October,19053,TAM/agi.1670,CUST721,Nationwide Platforms No10,2019/02/28,2019/10/24,2019/10/31,,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,WFOXXTTGXKK55254,No,No,VDL Stk,,50780,10265,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-053,0,0,,,
October,19071,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No26,2019/02/28,2019/10/24,2019/10/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,19072,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No27,2019/02/28,2019/10/24,2019/10/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,19073,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No28,2019/02/28,2019/10/24,2019/10/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,19074,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No29,2019/02/28,2019/10/24,2019/10/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,19075,Danny Cooper 01.02.19 ,CUST430,Access Hire Nationwide No30,2019/02/28,2019/10/24,2019/10/31,Collect,ETL36-F ECO,TBA,No,No,Ford Transit Euro 6,TBA,No,No,FI,,26760,No,No,,INS ETL36-F ECO,ETL36-F ECO,VDL2000-072,0,0,,,
October,19017,4238,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No1,2019/02/28,2019/10/24,2019/10/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,TBA,No,No,VDL Stk,,56109,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
October,19018,4239,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No2,2019/02/28,2019/10/24,2019/10/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,TBA,No,No,VDL Stk,,56109,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
October,19019,4240,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No3,2019/02/28,2019/10/24,2019/10/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,TBA,No,No,VDL Stk,,56109,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
October,19020,4241,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No4,2019/02/28,2019/10/24,2019/10/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,TBA,No,No,VDL Stk,,56109,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
October,19021,4242,CUST802,Northern Ireland Electricity - Isuzu D-Max E6 No5,2019/02/28,2019/10/24,2019/10/31,,LAT-38-135-H,TBA,No,No,Isuzu D-Max Euro 6,TBA,No,No,VDL Stk,,56109,No,No,,INS LAT-38-135-H E6 DMAX,LAT-38-135-H E6 (Isuzu),VDL2000-064,0,0,,,
November,17589,P911070-397786,CUST71,Western Power No4,2019/02/28,2019/11/22,2019/11/29,,VOE36MHi,TBA,Yes,Yes,U530,WDB4052222V251432,No,No,FI,,107501,No,No,,INS VOE36MHi,VOE36MHi,VDL2000-086,28775,0,,,
November,17985,P911070-397786,CUST71,Western Power No4,2019/02/28,2019/11/22,2019/11/29,,VST40MHi,TBA,No,No,U530,?,No,No,FI,,102016,10281,No,,INS VST40MHi,VST40MHi,VDL2000-086,0,0,,,
VDL Stock,17293,79519,C10579,VDL stock delivered 06/07/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170015,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,8404,0,,,
