Month,JobNo,CustPONo,CustomerID,Customer,OrderDate,RequestDate,NeedByDate,Shipping,Model,LiftSerialNo,LiftRecd,LiftWIP,VehicleType,ChassisNo,ChassisRecd,ChassisWIP,Supply,,SalesLineValue,WorkOrderNo,StockIssued,,Installation,Lift,Vehicle,WIP,NewServiceCall,NewJob,OpCode,OpCode2
VDL Stock,17294,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170020,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14125,0,,,
VDL Stock,17295,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170021,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14125,0,,,
VDL Stock,17427,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170022,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14125,0,,,
VDL Stock,17428,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170023,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14343,0,,,
VDL Stock,17429,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170024,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14209,0,,,
VDL Stock,17430,81625,C10579,VDL stock delivered 19/10/18,2019/01/01,2019/01/01,2019/01/01,,ETM36-F E6,VE170025,Yes,Yes,,,,,,,0,,No,,ETM36-F E6,ETM36-F E6,,14181,0,,,
VDL Stock,17547,83127,C10579,VDL stock delivered 12/04/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180005,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,17636,0,,,
VDL Stock,17548,83127,C10579,VDL stock delivered 12/04/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180006,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,17543,0,,,
VDL Stock,17549,83127,C10579,VDL stock delivered 12/04/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180007,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,17543,0,,,
VDL Stock,17561,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180111,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,50851,0,,,
VDL Stock,17562,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180112,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,50851,0,,,
VDL Stock,17590,84331,C10579,VDL stock delivered 20/09/18,2019/01/01,2019/01/01,2019/01/01,,VOE36MHi,UT180013,Yes,Yes,,,,,,,0,,No,,VOE36MHi,VOE36MHi,,28695,0,,,
VDL Stock,17593,84186,C10579,VDL stock delivered 23/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180027,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,33891,0,,,
VDL Stock,17594,84186,C10579,VDL stock delivered 23/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180028,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,12058,0,,,
VDL Stock,17595,84186,C10579,VDL stock delivered 23/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180029,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,12058,0,,,
VDL Stock,17596,84186,C10579,VDL stock delivered 23/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,DK-LAT-180030,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,12058,0,,,
VDL Stock,17613,84187,C10579,VDL stock delivered 24/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180034,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24076,0,,,
VDL Stock,17614,84187,C10579,VDL stock delivered 24/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180035,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24076,0,,,
VDL Stock,17615,84187,C10579,VDL stock delivered 28/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180036,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24224,0,,,
VDL Stock,17616,84187,C10579,VDL stock delivered 28/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180037,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24076,0,,,
VDL Stock,17617,84187,C10579,VDL stock delivered 28/08/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180038,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24076,0,,,
VDL Stock,17618,84187,C10579,VDL stock delivered 02/10/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180039,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24103,0,,,
VDL Stock,17619,84187,C10579,VDL stock delivered 02/10/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180040,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24103,0,,,
VDL Stock,17620,84187,C10579,VDL stock delivered 02/10/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180041,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,24103,0,,,
VDL Stock,17621,84187,C10579,VDL stock delivered 02/10/18,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E6,DK-LAT-180042,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E6,LAT-38-135-H E6,,25087,0,,,
VDL Stock,17626,84193,C10579,Aylesford Electrical,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180024,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,16389,0,,,
VDL Stock,17643,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180113,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,54432,0,,,
VDL Stock,17644,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180114,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,54432,0,,,
VDL Stock,17646,No,C10579,VDL Stock van sold to customer SDB - Jan19,2019/01/01,2019/01/01,2019/01/01,,NA,NA,No,No,,,,,,,0,,No,,INSTALL,INSTALL,,14545,0,,,
VDL Stock,17662,84203,C10579,VDL stock delivered 10/08/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180074,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,10263,0,,,
VDL Stock,17684,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180062,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12500,0,,,
VDL Stock,17685,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180063,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12500,0,,,
VDL Stock,17686,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180064,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12745,0,,,
VDL Stock,17687,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180065,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12903,0,,,
VDL Stock,17688,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180066,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12593,0,,,
VDL Stock,17689,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180067,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12500,0,,,
VDL Stock,17690,84725,C10579,VDL stock delivered 26/07/2018,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,VB180068,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,12500,0,,,
VDL Stock,17691,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180116,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,21392,0,,,
VDL Stock,17694,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180117,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,22769,0,,,
VDL Stock,17695,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180118,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,23196,0,,,
VDL Stock,17696,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180119,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,22769,0,,,
VDL Stock,17697,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180120,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,22769,0,,,
VDL Stock,17698,84726,C10579,BT Fleet 2018 - No1,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180040,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,14486,0,,,
VDL Stock,17731,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180084,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17732,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180085,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17733,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180089,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17734,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180090,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17735,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180091,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17736,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180092,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17737,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180093,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,7389,0,,,
VDL Stock,17738,85379,C10579,VDL Stock delivered - 03/09/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180094,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,10493,0,,,
VDL Stock,17739,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180109,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12659,0,,,
VDL Stock,17740,85827,C10579,VDL Stock delivered - 28/12/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180110,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,13206,0,,,
VDL Stock,17741,85827,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5276,0,,,
VDL Stock,17745,85827,C10579,VDL stock delivered 15/11/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180098,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,13810,0,,,
VDL Stock,17746,85827,C10579,VDL stock delivered 15/11/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180099,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,16913,0,,,
VDL Stock,17750,85827,C10579,VDL stock delivered 15/11/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180104,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12433,0,,,
VDL Stock,17751,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180105,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12659,0,,,
VDL Stock,17752,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180106,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12659,0,,,
VDL Stock,17753,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180107,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12659,0,,,
VDL Stock,17754,85827,C10579,VDL stock delivered 28/12/18,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180108,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,12659,0,,,
VDL Stock,17755,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,LAT160-F,,Yes,Yes,,,,,,,0,,No,,LAT160-F,LAT160-F,,8472,0,,,
VDL Stock,17791,85827,C10579,VDL stock delivered 08/10/2018,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180058,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,35972,0,,,
VDL Stock,17841,85827,C10579,BT Fleet No54,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,VF180079,Yes,Yes,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,34387,0,,,
VDL Stock,17872,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180125,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17873,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180126,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17874,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180127,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17875,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180128,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17876,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180129,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17877,85855,C10579,VDL Stock delivered 26/10/18,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC180130,Yes,Yes,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,8490,0,,,
VDL Stock,17912,86281,C10579,BT Fleet No2 delivered 09/02/19,2019/01/01,2019/01/01,2019/01/01,,VTX-240 E6,DKVTX-180031,Yes,Yes,,,,,,,0,,No,,VTX-240 E6,VTX-240 E6,,172995,0,,,
VDL Stock,17920,86281,C10579,BT Fleet No10 delivered 10/12/18,2019/01/01,2019/01/01,2019/01/01,,VTX-240 E6,DKVTX-180025,Yes,Yes,,,,,,,0,,No,,VTX-240 E6,VTX-240 E6,,34395,0,,,
VDL Stock,17999,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETL36-F E6,,Yes,Yes,,,,,,,0,,No,,ETL36-F E6,ETL36-F E6,,172884,0,,,
VDL Stock,18077,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,754,0,,,
VDL Stock,18086,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18087,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5895,0,,,
VDL Stock,18088,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18089,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5700,0,,,
VDL Stock,18090,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18091,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18092,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18093,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,5682,0,,,
VDL Stock,18094,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18095,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18096,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18097,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18098,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18099,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18100,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18101,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18108,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18109,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18110,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18111,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18112,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18113,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18114,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18115,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2061,0,,,
VDL Stock,18116,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18117,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18118,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18119,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18120,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18121,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18122,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,18123,,C10579,VDL Stock,2019/01/01,2019/01/01,2019/01/01,,ETM38-F E6,,,,,,,,,,0,,No,,ETM38-F E6,ETM38-F E6,,2091,0,,,
VDL Stock,19043,,C10579,VTL-145-F No1 (Prototype/engineering),2019/01/01,2019/01/01,2019/01/01,,VTL-145-F,,,,,,,,,,0,,No,,VTL-145-F,VTL-145-F,,5472,0,,,
VDL Stock,13983,74446,C10579,VDL Stock delivered 10/02/17,2019/01/01,2019/01/01,2019/01/01,,ETL26,TR150169,Yes,Yes,,,,,,,0,,No,,ETL26,ETL26,,12147,0,,,
VDL Stock,13984,74446,C10579,VDL Stock delivered 10/02/17,2019/01/01,2019/01/01,2019/01/01,,ETL26,TR150170,Yes,Yes,,,,,,,0,,No,,ETL26,ETL26,,12220,0,,,
VDL Stock,17276,80850,C10579,Lift used on job no Ringway 17362,2019/01/01,2019/01/01,2019/01/01,,ETL38-F ECO,VC170038,No,No,,,,,,,0,,No,,ETL38-F ECO,ETL38-F ECO,,38894,0,,,
VDL Stock,13888,74240,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Isuzu),DK- LAT-160014,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Isuzu),LAT-38-135-H E5 (Isuzu),,23553,0,,,
VDL Stock,13889,74240,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Isuzu),DK- LAT-160015,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Isuzu),LAT-38-135-H E5 (Isuzu),,23148,0,,,
VDL Stock,13890,74240,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Isuzu),DK- LAT-160016,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Isuzu),LAT-38-135-H E5 (Isuzu),,23102,0,,,
VDL Stock,13959,74241,C10579,VDL Stock delivered 10/03/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Toyota),DK- LAT-160027,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Toyota),LAT-38-135-H E5 (Toyota),,23598,0,,,
VDL Stock,13960,74241,C10579,VDL Stock delivered 10/03/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Toyota),DK- LAT-160032,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Toyota),LAT-38-135-H E5 (Toyota),,23102,0,,,
VDL Stock,13961,74241,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Toyota),DK- LAT-160029,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Toyota),LAT-38-135-H E5 (Toyota),,23553,0,,,
VDL Stock,13962,74241,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Toyota),DK- LAT-160030,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Toyota),LAT-38-135-H E5 (Toyota),,23553,0,,,
VDL Stock,13963,74241,C10579,VDL Stock delivered 07/11/16,2019/01/01,2019/01/01,2019/01/01,,LAT-38-135-H E5 (Toyota),DK- LAT-160031,Yes,Yes,,,,,,,0,,No,,LAT-38-135-H E5 (Toyota),LAT-38-135-H E5 (Toyota),,23102,0,,,
VDL Stock,17129,,C10579,VDL Demo VDT170-F (Iveco 70C17 E6) - vehicle sent to Time DK,2019/01/01,2019/01/01,2019/01/01,,VDT170-F,,,,,,,,,,0,,No,,VDT170-F,VDT170-F,,33401,0,,,
VDL Stock,17136,,C10579,LAT-38-140-H lift used on job no SSE/Unimog 17199,2019/01/01,2019/01/01,2019/01/01,,LAT-38-140-H,DK-LAT-160035,Yes,No,,,,,,,0,,Yes,,LAT-38-140-H,LAT-38-140-H,,32390,0,,,
VDL Stock,17314,,C10579,VST40MHi rec/d 06/01/17 used by service - ESB refurbs,2019/01/01,2019/01/01,2019/01/01,,VST40MHi,KW160220,Yes,No,,,,,,,0,,Yes,,VST40MHi,VST40MHi,,29479,0,,,
