PONum,Stock_Reference,Supplier,Quantity_Required,Quantity_Received,OpenQty,Date_Created,Reference,Date_Required,Order_Completed,Invoice_Completed,Ledger_Account,Supplier_Account,Cost_Code,Price,Value,Discount_Percentage,Discount_Value
ON 88259,VDL1170-401P,B020,50.00,0.00,50.00,2019/01/17,RE-STOCK,2019/01/17,No,No,B020,B020,,67.90,3395.00,0.00,3395.00
ON 88259,VDL1170-431P,B020,60.00,20.00,40.00,2019/01/17,RE-STOCK,2019/01/17,No,No,B020,B020,,87.11,5226.60,0.00,5226.60
ON 88262,,B020,10.00,8.00,2.00,2019/01/17,S Kobol,2019/01/17,No,No,B020,B020,,10.95,109.50,0.00,109.50
ON 88272,M 4200 NST 2004,V080,3.00,1.00,2.00,2019/01/17,RE STOCK,2019/01/17,No,No,V080,V080,,134.83,404.49,0.00,404.49
ON 88279,54118-1,S680,8.00,0.00,8.00,2019/01/17,54118-1,2019/02/07,No,No,S680,S680,,48.72,389.76,0.00,389.76
ON 88291,EO-04-08-201,V080,100.00,25.00,75.00,2019/01/21,HYD VALVE,2019/01/21,No,No,V080,V080,,422.61,42261.00,0.00,42261.00
ON 88299,VDL1080-12/1,SUN445,50.00,0.00,50.00,2019/01/21,RE-STOCK,2019/01/21,No,No,SUN445,SUN445,,4.75,237.50,0.00,237.50
ON 88299,VDL1080-12/2,SUN445,50.00,0.00,50.00,2019/01/21,RE-STOCK,2019/01/21,No,No,SUN445,SUN445,,3.05,152.50,0.00,152.50
ON 88307,M 41 ZCY18,B020,5.00,0.00,5.00,2019/01/21,RE STOCK,2019/01/28,No,No,B020,B020,,0.68,3.40,0.00,3.40
ON 88309,VDL1515-80,SUN847,30.00,29.00,1.00,2019/01/21,STOCK,2019/01/21,No,No,SUN847,SUN847,,1020.00,30600.00,0.00,30600.00
ON 88311,10023-1,T700,2.00,0.00,2.00,2019/01/21,RE STOCK,2019/01/28,No,No,T700,T700,,3.89,7.78,0.00,7.78
ON 88311,21519-2,T700,10.00,0.00,10.00,2019/01/21,RE STOCK,2019/01/21,No,No,T700,T700,,43.43,434.30,0.00,434.30
ON 88313,VDL1050-146,SUN434,8.00,6.00,2.00,2019/01/21,RE STOCK,2019/01/21,No,No,SUN434,SUN434,,71.62,572.96,0.00,572.96
ON 88314,X2A/ODD,SUN740,5.00,0.00,5.00,2019/01/21,RE STOCK,2019/01/21,No,No,SUN740,SUN740,,46.73,233.65,0.00,233.65
ON 88314,X2P/ODD,SUN740,5.00,0.00,5.00,2019/01/21,RE STOCK,2019/01/21,No,No,SUN740,SUN740,,59.80,299.00,0.00,299.00
ON 88317,05-10227-31-01,V080,4.00,0.00,4.00,2019/01/22,FAO DAVE N,2019/01/22,No,No,V080,V080,,286.30,1145.20,0.00,1145.20
ON 88328,3070300-06,V080,5.00,4.00,1.00,2019/01/22,RE STOCK,2019/01/22,No,No,V080,V080,,48.68,243.40,0.00,243.40
ON 88331,,B020,4.00,3.00,1.00,2019/01/23,K/Ban Non Stock,2019/01/23,No,No,B020,B020,,48.36,193.44,0.00,193.44
ON 88333,EO-08-40-38,V080,10.00,0.00,10.00,2019/01/23,VTL IVECO STEP,2019/01/23,No,No,V080,V080,,783.31,7833.10,0.00,7833.10
ON 88334,,T700,32.00,0.00,32.00,2019/01/23,ETL36-F-ECO,2019/01/23,No,No,T700,T700,,6706.83,214618.56,0.00,214618.56
ON 88338,EO-01-15-01-77,V080,60.00,20.00,40.00,2019/01/23,IVECO SET,2019/01/23,No,No,V080,V080,,1058.09,63485.40,0.00,63485.40
ON 88338,EO-02-20-502-77,V080,60.00,0.00,60.00,2019/01/23,IVECO SET,2019/01/23,No,No,V080,V080,,1381.57,82894.20,0.00,82894.20
ON 88339,EO-01-16-06,V080,60.00,0.00,60.00,2019/01/23,TRANSIT,2019/01/23,No,No,V080,V080,,904.09,54245.40,0.00,54245.40
ON 88339,EO-02-20-504-77,V080,60.00,0.00,60.00,2019/01/23,TRANSIT,2019/01/23,No,No,V080,V080,,1044.87,62692.20,0.00,62692.20
ON 88339,EO-08-40-32-77,V080,60.00,0.00,60.00,2019/01/23,TRANSIT,2019/01/23,No,No,V080,V080,,799.31,47958.60,0.00,47958.60
ON 88340,VDL1909-13,W045,1.00,0.00,1.00,2019/01/23,NIE,2019/01/23,No,No,W045,W045,,4500.00,4500.00,0.00,4500.00
ON 88340,VDL1909-2,W045,1.00,0.00,1.00,2019/01/23,NIE,2019/01/23,No,No,W045,W045,,3595.00,3595.00,0.00,3595.00
ON 88340,VDL1909-26,W045,1.00,0.00,1.00,2019/01/23,NIE,2019/01/23,No,No,W045,W045,,200.00,200.00,0.00,200.00
ON 88356,,SUN23,1.00,0.00,1.00,2019/01/23,17597,2019/01/23,No,No,SUN23,SUN23,,159.16,159.16,0.00,159.16
ON 88358,,V080,32.00,0.00,32.00,2019/01/24,VTL-135-F,2019/01/24,No,No,V080,V080,,13931.44,445806.08,0.00,445806.08
ON 88363,12422-3,T700,3.00,0.00,3.00,2019/01/24,CAGES,2019/01/24,No,No,T700,T700,,608.67,1826.01,0.00,1826.01
ON 88363,12490-1,T700,2.00,0.00,2.00,2019/01/24,CAGES,2019/01/24,No,No,T700,T700,,948.67,1897.34,0.00,1897.34
ON 88363,L2442,T700,8.00,3.00,5.00,2019/01/24,CAGES,2019/01/24,No,No,T700,T700,,126.00,1008.00,0.00,1008.00
ON 88368,10093-2,T700,8.00,0.00,8.00,2019/01/24,RE-STOCK,2019/03/21,No,No,T700,T700,,373.01,2984.08,0.00,2984.08
ON 88368,16926-1,T700,2.00,0.00,2.00,2019/01/24,RE-STOCK,2019/01/31,No,No,T700,T700,,485.97,971.94,0.00,971.94
ON 88368,16927-1,T700,2.00,0.00,2.00,2019/01/24,RE-STOCK,2019/01/24,No,No,T700,T700,,187.12,374.24,0.00,374.24
ON 88368,16972-1,T700,2.00,0.00,2.00,2019/01/24,RE-STOCK,2019/02/14,No,No,T700,T700,,60.78,121.56,0.00,121.56
ON 88379,12490-1,T700,15.00,0.00,15.00,2019/01/25,12490-1,2019/01/25,No,No,T700,T700,,984.67,14770.05,0.00,14770.05
ON 88381,,SUN821,2.00,0.00,2.00,2019/01/25,SSE Bristol - ALLMI,2019/01/25,No,No,SUN821,SUN821,,0.00,0.00,0.00,0.00
ON 88381,,SUN821,3.00,0.00,3.00,2019/01/25,SSE Bristol - ALLMI,2019/01/25,No,No,SUN821,SUN821,,33.75,101.25,0.00,101.25
ON 88381,,SUN821,2.00,0.00,2.00,2019/01/25,SSE Bristol - ALLMI,2019/01/25,No,No,SUN821,SUN821,,296.00,592.00,0.00,592.00
ON 88388,,SUN44,1.00,0.00,1.00,2019/01/28,VAN5,2019/01/28,No,No,SUN44,SUN44,,233.72,233.72,0.00,233.72
ON 88392,VDL1126-15,SUN445,20.00,5.00,15.00,2019/01/28,1126-15,2019/01/28,No,No,SUN445,SUN445,,57.00,1140.00,0.00,1140.00
ON 88404,VDL1088-59,SUN419,19.00,0.00,19.00,2019/01/28,1088-59,2019/02/27,No,No,SUN419,SUN419,,25.96,493.24,0.00,493.24
ON 88405,,SUN786,1.00,0.00,1.00,2019/01/28,13957,2019/01/28,No,No,SUN786,SUN786,,22.25,22.25,0.00,22.25
ON 88407,,SUN839,5.00,0.00,5.00,2019/01/28,,2019/01/28,No,No,SUN839,SUN839,,800.00,4000.00,0.00,4000.00
ON 88407,,SUN839,25.00,0.00,25.00,2019/01/28,,2019/01/28,No,No,SUN839,SUN839,,750.00,18750.00,0.00,18750.00
ON 88412,,SUN451,10.00,0.00,10.00,2019/01/29,10 X TRANSIT,2019/01/29,No,No,SUN451,SUN451,,18640.00,186400.00,0.00,186400.00
ON 88414,245-332,A350,40.00,24.00,16.00,2019/01/29,RE STOCK,2019/01/29,No,No,A350,A350,,2.80,112.00,0.00,112.00
ON 88420,SJ1S-07L,B020,30.00,25.00,5.00,2019/01/29,Kban Main Stock Wk5,2019/01/29,No,No,B020,B020,,2.79,83.70,0.00,83.70
ON 88420,ZCK E67,B020,1.00,0.00,1.00,2019/01/29,Kban Main Stock Wk5,2019/02/03,No,No,B020,B020,,13.28,13.28,0.00,13.28
ON 88430,VDL1170-409P,B020,30.00,0.00,30.00,2019/01/30,AUX BOX,2019/01/30,No,No,B020,B020,,470.00,14100.00,0.00,14100.00
ON 88430,VDL1857-27,B020,1.00,0.00,1.00,2019/01/30,AUX BOX,2019/01/30,No,No,B020,B020,,410.00,410.00,0.00,410.00
ON 88430,VDL1857-ELECTBOX,B020,12.00,8.00,4.00,2019/01/30,AUX BOX,2019/01/30,No,No,B020,B020,,368.00,4416.00,0.00,4416.00
ON 88430,VDL2000-052,B020,10.00,0.00,10.00,2019/01/30,AUX BOX,2019/01/30,No,No,B020,B020,,297.24,2972.40,0.00,2972.40
ON 88433,,I040,2.00,0.00,2.00,2019/01/30,Replacement Card,2019/01/30,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88433,,I040,1.00,0.00,1.00,2019/01/30,Replacement Card,2019/01/30,No,No,I040,I040,,16.00,16.00,0.00,16.00
ON 88436,Y3557,S680,2.00,0.00,2.00,2019/01/30,Y3557,2019/01/30,No,No,S680,S680,,48.72,97.44,0.00,97.44
ON 88440, VDL1886-27,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,137.29,137.29,0.00,137.29
ON 88440,VDL1886-19,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,137.01,137.01,0.00,137.01
ON 88440,VDL1886-25,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,78.87,78.87,0.00,78.87
ON 88440,VDL1886-29,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,74.89,74.89,0.00,74.89
ON 88440,VDL1909-20,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,188.10,188.10,0.00,188.10
ON 88440,VDL1909-21,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,197.02,197.02,0.00,197.02
ON 88440,VDL1909-22,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,212.92,212.92,0.00,212.92
ON 88440,VDL1909-23,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,197.02,197.02,0.00,197.02
ON 88440,VDL1909-24,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,212.91,212.91,0.00,212.91
ON 88440,VDL1909-25,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,186.44,186.44,0.00,186.44
ON 88440,VDL1909-29,SUN76,1.00,0.00,1.00,2019/01/30,RE STOCK,2019/01/30,No,No,SUN76,SUN76,,50.17,50.17,0.00,50.17
ON 88441,VDL1319-50,W045,1.00,0.00,1.00,2019/01/30,P Northover,2019/02/09,No,No,W045,W045,,25.00,25.00,0.00,25.00
ON 88441,VDL1596-1,W045,1.00,0.00,1.00,2019/01/30,P Northover,2019/02/13,No,No,W045,W045,,335.00,335.00,0.00,335.00
ON 88442,VDL1017-23,SUN635,50.00,0.00,50.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN635,SUN635,,7.45,372.50,0.00,372.50
ON 88442,VDL1058-120,SUN635,3.00,0.00,3.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN635,SUN635,,33.65,100.95,0.00,100.95
ON 88442,VDL1714-37,SUN635,20.00,0.00,20.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN635,SUN635,,20.17,403.40,0.00,403.40
ON 88442,VDL1892-50,SUN635,2.00,0.00,2.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN635,SUN635,,55.36,110.72,0.00,110.72
ON 88445,,SUN85,1.00,0.00,1.00,2019/01/31,AJ58PXG,2019/01/31,No,No,SUN85,SUN85,,2100.00,2100.00,0.00,2100.00
ON 88448,VDL1372-13,SUN445,20.00,0.00,20.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN445,SUN445,,38.50,770.00,0.00,770.00
ON 88448,VDL1372-14,SUN445,20.00,0.00,20.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN445,SUN445,,16.63,332.60,0.00,332.60
ON 88448,VDL1372-9,SUN445,2.00,0.00,2.00,2019/01/31,RE-STOCK,2019/01/31,No,No,SUN445,SUN445,,16.25,32.50,0.00,32.50
ON 88454,VDL1857-27,B020,3.00,0.00,3.00,2019/02/01,1857-27,2019/02/01,No,No,B020,B020,,440.00,1320.00,0.00,1320.00
ON 88460,,SUN363,1.00,0.00,1.00,2019/02/01,JOB17862,2019/02/01,No,No,SUN363,SUN363,,185.00,185.00,0.00,185.00
ON 88462,EO-08-40-38,V080,50.00,0.00,50.00,2019/02/01,IVECO STEP,2019/02/01,No,No,V080,V080,,783.31,39165.50,0.00,39165.50
ON 88463,VDL1777-4/2,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,21.74,652.20,0.00,652.20
ON 88463,VDL1789-16,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,23.98,719.40,0.00,719.40
ON 88463,VDL1789-36,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,51.32,1539.60,0.00,1539.60
ON 88463,VDL1789-37,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,51.32,1539.60,0.00,1539.60
ON 88463,VDL1789-38,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,121.13,3633.90,0.00,3633.90
ON 88463,VDL1789-49,SUN669,30.00,0.00,30.00,2019/02/01,STEP SETS,2019/02/01,No,No,SUN669,SUN669,,295.02,8850.60,0.00,8850.60
ON 88466,38659-A1,V080,2.00,1.00,1.00,2019/02/04,RE-STOCK/PAUL,2019/02/25,No,No,V080,V080,,79.79,159.58,0.00,159.58
ON 88468,EO-12-75-14-88,V080,10.00,0.00,10.00,2019/02/04,SECONDARY GUARDING,2019/02/04,No,No,V080,V080,,240.00,2400.00,0.00,2400.00
ON 88472,V10000-3,SUN741,75.00,0.00,75.00,2019/02/04,RE-STOCK,2019/02/04,No,No,SUN741,SUN741,,3.55,266.25,0.00,266.25
ON 88473,,SUN66,1.00,0.00,1.00,2019/02/04,REPAIRS,2019/02/04,No,No,SUN66,SUN66,,133.50,133.50,0.00,133.50
ON 88473,,SUN66,1.00,0.00,1.00,2019/02/04,REPAIRS,2019/02/04,No,No,SUN66,SUN66,,212.26,212.26,0.00,212.26
ON 88473,,SUN66,1.00,0.00,1.00,2019/02/04,REPAIRS,2019/02/04,No,No,SUN66,SUN66,,212.76,212.76,0.00,212.76
ON 88477,,SUN445,3.00,0.00,3.00,2019/02/04,WP 17586-88,2019/02/04,No,No,SUN445,SUN445,,2489.00,7467.00,0.00,7467.00
ON 88489,,SUN844,1.00,0.00,1.00,2019/01/31,,2019/01/31,No,No,SUN844,SUN844,,21.80,21.80,0.00,21.80
ON 88490,VDL1251-26,W045,2.00,0.00,2.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,185.00,370.00,0.00,370.00
ON 88490,VDL1815-60,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,235.00,235.00,0.00,235.00
ON 88490,VDL1815-61,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,30.00,30.00,0.00,30.00
ON 88490,VDL1821-32,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,15.00,15.00,0.00,15.00
ON 88490,VDL1821-43,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,100.00,100.00,0.00,100.00
ON 88490,VDL1855-38,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,15.00,15.00,0.00,15.00
ON 88490,VDL1855-39,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,280.00,280.00,0.00,280.00
ON 88490,VDL1886-40,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,230.00,230.00,0.00,230.00
ON 88490,VDL1886-50,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,155.00,155.00,0.00,155.00
ON 88490,VDL1886-52,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,210.00,210.00,0.00,210.00
ON 88490,VDL1909-100,W045,4.00,0.00,4.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,150.00,600.00,0.00,600.00
ON 88490,VDL1909-107,W045,4.00,0.00,4.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,30.00,120.00,0.00,120.00
ON 88490,VDL1909-28,W045,1.00,0.00,1.00,2019/02/04,NIE,2019/02/04,No,No,W045,W045,,155.00,155.00,0.00,155.00
ON 88500,,SUN713,6.00,1.00,5.00,2019/02/04,N Greenhow,2019/02/04,No,No,SUN713,SUN713,,53.31,319.86,0.00,319.86
ON 88501,VDL1017-334,SUN445,35.00,7.00,28.00,2019/02/04,RE-STOCK,2019/02/04,No,No,SUN445,SUN445,,204.77,7166.95,0.00,7166.95
ON 88501,VDL1080-18,SUN445,4.00,0.00,4.00,2019/02/04,RE-STOCK,2019/02/04,No,No,SUN445,SUN445,,4.06,16.24,0.00,16.24
ON 88501,VDL1821-17,SUN445,1.00,0.00,1.00,2019/02/04,RE-STOCK,2019/02/04,No,No,SUN445,SUN445,,26.00,26.00,0.00,26.00
ON 88504,,M500,1.00,0.00,1.00,2019/02/04,REPAIR,2019/02/04,No,No,M500,M500,,135.00,135.00,0.00,135.00
ON 88508,,I040,4.00,0.00,4.00,2019/02/06,,2019/02/06,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88508,,I040,22.00,0.00,22.00,2019/02/06,,2019/02/06,No,No,I040,I040,,26.00,572.00,0.00,572.00
ON 88510,,V080,1.00,0.00,1.00,2019/02/06,Tayside,2019/02/06,No,No,V080,V080,,1883.10,1883.10,0.00,1883.10
ON 88515,VDL1874-100,SUN445,3.00,0.00,3.00,2019/02/06,WESTERN POWER,2019/02/06,No,No,SUN445,SUN445,,3380.00,10140.00,0.00,10140.00
ON 88516,,SUN451,4.00,0.00,4.00,2019/02/06,Highway Hire,2019/02/06,No,No,SUN451,SUN451,,100.00,400.00,0.00,400.00
ON 88517,,I040,3.00,0.00,3.00,2019/02/06,,2019/02/06,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88517,,I040,5.00,0.00,5.00,2019/02/06,,2019/02/06,No,No,I040,I040,,26.00,130.00,0.00,130.00
ON 88518,,I040,3.00,0.00,3.00,2019/02/06,,2019/02/06,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88518,,I040,3.00,0.00,3.00,2019/02/06,,2019/02/06,No,No,I040,I040,,26.00,78.00,0.00,78.00
ON 88520,,I040,3.00,0.00,3.00,2019/02/06,,2019/02/06,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88520,,I040,6.00,0.00,6.00,2019/02/06,,2019/02/06,No,No,I040,I040,,26.00,156.00,0.00,156.00
ON 88521,VDL1515-14,SUN669,60.00,0.00,60.00,2019/02/06,1515-14,2019/02/06,No,No,SUN669,SUN669,,9.53,571.80,0.00,571.80
ON 88522,,I040,3.00,0.00,3.00,2019/02/06,,2019/02/06,No,No,I040,I040,,0.00,0.00,0.00,0.00
ON 88522,,I040,9.00,0.00,9.00,2019/02/06,,2019/02/06,No,No,I040,I040,,26.00,234.00,0.00,234.00
ON 88525,,T700,16.00,0.00,16.00,2019/02/06,ETL36-F-ECO,2019/02/06,No,No,T700,T700,,6706.83,107309.28,0.00,107309.28
ON 88531,,SUN363,1.00,0.00,1.00,2019/02/06,UKPN,2019/02/06,No,No,SUN363,SUN363,,170.00,170.00,0.00,170.00
ON 88536,VDL1594-3,W045,1.00,0.00,1.00,2019/02/06,T Neagle,2019/02/06,No,No,W045,W045,,270.00,270.00,0.00,270.00
ON 88536,VDL1594-5,W045,1.00,0.00,1.00,2019/02/06,T Neagle,2019/02/06,No,No,W045,W045,,15.00,15.00,0.00,15.00
ON 88538,,V080,12.00,0.00,12.00,2019/02/07,LAT-38-135H,2019/02/07,No,No,V080,V080,,23596.16,283153.92,0.00,283153.92
ON 88539,,S200,1.00,0.00,1.00,2019/02/07,SERVICE PARTS,2019/02/07,No,No,S200,S200,,12.20,12.20,0.00,12.20
ON 88540,0206-10-04,V080,50.00,0.00,50.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,4.77,238.50,0.00,238.50
ON 88540,38820-A1,V080,20.00,0.00,20.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,13.06,261.20,0.00,261.20
ON 88540,38821-A1,V080,20.00,0.00,20.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,16.79,335.80,0.00,335.80
ON 88540,EO-02-18-503-88,V080,6.00,0.00,6.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,48.06,288.36,0.00,288.36
ON 88540,EO-12-11-275-88,V080,5.00,0.00,5.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,847.82,4239.10,0.00,4239.10
ON 88540,M 2020-08-1,V080,50.00,0.00,50.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,0.24,12.00,0.00,12.00
ON 88540,M 2810 08-025,V080,50.00,0.00,50.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,0.18,9.00,0.00,9.00
ON 88540,M 2821 08,V080,50.00,0.00,50.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,0.05,2.50,0.00,2.50
ON 88540,M 2831 08,V080,50.00,0.00,50.00,2019/02/07,RE-STOCK,2019/02/07,No,No,V080,V080,,0.02,1.00,0.00,1.00
ON 88541,,SUN451,2.00,0.00,2.00,2019/02/07,Loxam,2019/02/07,No,No,SUN451,SUN451,,100.00,200.00,0.00,200.00
ON 88544,VDL1215-1,C300,25.00,0.00,25.00,2019/02/07,RE-STOCK,2019/02/07,No,No,C300,C300,,19.48,487.00,0.00,487.00
ON 88544,VDL1515-16,C300,200.00,0.00,200.00,2019/02/07,RE-STOCK,2019/02/12,No,No,C300,C300,,0.68,136.00,0.00,136.00
ON 88544,VDL1515-16/1,C300,200.00,0.00,200.00,2019/02/07,RE-STOCK,2019/02/17,No,No,C300,C300,,0.88,176.00,0.00,176.00
ON 88545,VDL1050-247,V060,1.00,0.00,1.00,2019/02/07,NEW MAIN,2019/02/07,No,No,V060,V060,,55.00,55.00,0.00,55.00
ON 88545,VDL1050-248,V060,1.00,0.00,1.00,2019/02/07,NEW MAIN,2019/02/07,No,No,V060,V060,,38.00,38.00,0.00,38.00
ON 88545,VDL1050-249,V060,1.00,0.00,1.00,2019/02/07,NEW MAIN,2019/02/07,No,No,V060,V060,,91.00,91.00,0.00,91.00
ON 88545,VDL1050-250,V060,1.00,0.00,1.00,2019/02/07,NEW MAIN,2019/02/07,No,No,V060,V060,,90.00,90.00,0.00,90.00
ON 88548,16882-1,T700,1.00,0.00,1.00,2019/02/07,P Northover,2019/02/14,No,No,T700,T700,,1007.50,1007.50,0.00,1007.50
ON 88549,10029-1,T700,2.00,0.00,2.00,2019/02/07,RE-STOCK,2019/02/14,No,No,T700,T700,,19.67,39.34,0.00,39.34
ON 88549,27672-1,T700,2.00,0.00,2.00,2019/02/07,RE-STOCK,2019/02/14,No,No,T700,T700,,10.30,20.60,0.00,20.60
ON 88549,29806-1,T700,1.00,0.00,1.00,2019/02/07,RE-STOCK,2019/02/14,No,No,T700,T700,,2.84,2.84,0.00,2.84
ON 88549,35100-1,T700,3.00,2.00,1.00,2019/02/07,RE-STOCK,2019/02/21,No,No,T700,T700,,229.74,689.22,0.00,689.22
ON 88549,35101-1,T700,4.00,1.00,3.00,2019/02/07,RE-STOCK,2019/02/21,No,No,T700,T700,,229.74,918.96,0.00,918.96
ON 88549,3631-1,T700,4.00,3.00,1.00,2019/02/07,RE-STOCK,2019/02/14,No,No,T700,T700,,9.10,36.40,0.00,36.40
ON 88550,12423-10,T700,10.00,0.00,10.00,2019/02/07,12423-10,2019/03/14,No,No,T700,T700,,575.60,5756.00,0.00,5756.00
ON 88551,,SUN445,100.00,0.00,100.00,2019/02/07,Block Assembly,2019/02/07,No,No,SUN445,SUN445,,9.50,950.00,0.00,950.00
ON 88552,Y0885,SUN706,100.00,0.00,100.00,2019/02/07,y0885,2019/02/07,No,No,SUN706,SUN706,,10.66,1066.00,0.00,1066.00
ON 88553,,SUN454,5.00,0.00,5.00,2019/02/07,ISUZU,2019/02/07,No,No,SUN454,SUN454,,17723.52,88617.60,0.00,88617.60
